,District,Type,Count,Amount,Year,state
430,east district,TOTAL,59571,133322127.02823457,2018,sikkim
431,north district,TOTAL,10146,27923847.395025603,2018,sikkim
432,south district,TOTAL,34495,60113689.048481904,2018,sikkim
433,west district,TOTAL,19567,51859359.64770544,2018,sikkim
434,east district,TOTAL,84485,216960325.35148895,2018,sikkim
435,north district,TOTAL,15986,54207984.03057738,2018,sikkim
436,south district,TOTAL,47506,76869333.72007152,2019,sikkim
437,west district,TOTAL,21489,46329216.02416058,2019,sikkim
438,east district,TOTAL,155482,291845617.9832262,2019,sikkim
439,north district,TOTAL,15810,42949466.656635895,2019,sikkim
440,south district,TOTAL,45712,82937894.82004634,2019,sikkim
441,west district,TOTAL,26024,63325567.8423853,2019,sikkim
442,east district,TOTAL,297652,538259507.8024242,2019,sikkim
443,north district,TOTAL,18856,54371272.971085116,2019,sikkim
444,south district,TOTAL,61142,106415589.26391001,2019,sikkim
445,west district,TOTAL,33550,66514136.575647816,2019,sikkim
446,east district,TOTAL,429201,643298304.6767757,2019,sikkim
447,north district,TOTAL,28543,68488417.92409426,2019,sikkim
448,south district,TOTAL,73099,121803196.14604722,2019,sikkim
449,west district,TOTAL,43955,92445262.76900172,2019,sikkim
450,east district,TOTAL,616761,877636921.1534436,2019,sikkim
451,north district,TOTAL,33255,84624221.58772576,2019,sikkim
452,south district,TOTAL,82456,138401236.4081525,2020,sikkim
453,west district,TOTAL,49913,100981561.51060593,2020,sikkim
454,east district,TOTAL,360279,729478141.5689781,2020,sikkim
455,north district,TOTAL,35470,84615332.45666516,2020,sikkim
456,south district,TOTAL,95669,152837659.21956825,2020,sikkim
457,west district,TOTAL,69860,121265798.69496223,2020,sikkim
458,east district,TOTAL,304581,653853477.4965272,2020,sikkim
459,north district,TOTAL,47621,126661852.85020877,2020,sikkim
460,south district,TOTAL,104888,202497013.7266165,2020,sikkim
461,west district,TOTAL,79994,165556236.37028116,2020,sikkim
462,east district,TOTAL,353881,869648385.4220288,2020,sikkim
463,north district,TOTAL,57672,163225093.14147198,2020,sikkim
464,south district,TOTAL,130339,292804584.22659683,2020,sikkim
465,west district,TOTAL,95163,245657098.12953633,2020,sikkim
466,east district,TOTAL,428732,1129627876.1171591,2020,sikkim
467,north district,TOTAL,80801,251186246.6496318,2020,sikkim
468,south district,TOTAL,127233,310128541.24028677,2021,sikkim
469,west district,TOTAL,88532,254432217.49525508,2021,sikkim
470,east district,TOTAL,516158,1432658383.1323361,2021,sikkim
471,north district,TOTAL,68266,220448584.97284672,2021,sikkim
472,south district,TOTAL,157530,344012187.23706484,2021,sikkim
473,west district,TOTAL,102322,248942844.2100811,2021,sikkim
474,east district,TOTAL,635504,1575867390.7924504,2021,sikkim
475,north district,TOTAL,81358,256077157.4357005,2021,sikkim
476,south district,TOTAL,188063,416609481.70282745,2021,sikkim
477,west district,TOTAL,116665,312940476.16548187,2021,sikkim
478,east district,TOTAL,757493,1937906268.9017417,2021,sikkim
479,north district,TOTAL,98373,321880637.03834116,2021,sikkim
480,south district,TOTAL,238464,546711693.4617904,2021,sikkim
481,west district,TOTAL,146397,436365769.14490384,2021,sikkim
482,east district,TOTAL,1071092,2791933180.3838186,2021,sikkim
483,north district,TOTAL,128392,421772618.6452949,2021,sikkim
484,south district,TOTAL,281076,619438912.3531296,2022,sikkim
485,west district,TOTAL,165446,468296204.3106276,2022,sikkim
486,east district,TOTAL,1173942,2887894588.7435055,2022,sikkim
487,north district,TOTAL,123838,391801570.4561584,2022,sikkim
488,south district,TOTAL,391808,756330708.2028978,2022,sikkim
489,west district,TOTAL,215921,578171483.8935819,2022,sikkim
490,east district,TOTAL,1540255,3736097005.542384,2022,sikkim
491,north district,TOTAL,174097,540506472.6682708,2022,sikkim
492,south district,TOTAL,406488,760409362.3196087,2022,sikkim
493,west district,TOTAL,204845,503543689.90772784,2022,sikkim
494,east district,TOTAL,1604446,3375012613.0491495,2022,sikkim
495,north district,TOTAL,180979,523914878.6149709,2022,sikkim
496,south district,TOTAL,410951,731151545.284701,2022,sikkim
497,west district,TOTAL,222875,569473212.1510196,2022,sikkim
498,east district,TOTAL,2227237,4615052808.218626,2022,sikkim
499,north district,TOTAL,197276,542707823.7654651,2022,sikkim
500,serchhip district,TOTAL,691,1729998.4078016216,2018,mizoram
501,aizawl district,TOTAL,12006,27918980.947612707,2018,mizoram
502,lunglei district,TOTAL,1604,2350555.3184242332,2018,mizoram
503,mamit district,TOTAL,1133,5729263.410353888,2018,mizoram
504,lawngtlai district,TOTAL,735,547180.2110017058,2018,mizoram
505,kolasib district,TOTAL,1457,3891685.392413744,2018,mizoram
506,champhai district,TOTAL,453,871005.7153709702,2018,mizoram
507,saiha district,TOTAL,482,2188550.572811981,2018,mizoram
508,serchhip district,TOTAL,1237,3831939.5692156893,2018,mizoram
509,aizawl district,TOTAL,16353,48340497.162337765,2018,mizoram
510,lunglei district,TOTAL,3249,6814747.054434758,2018,mizoram
511,mamit district,TOTAL,1813,10477582.990376014,2018,mizoram
512,lawngtlai district,TOTAL,627,1375226.7520610169,2018,mizoram
513,kolasib district,TOTAL,2092,5117340.437229811,2018,mizoram
514,champhai district,TOTAL,834,2204311.92373675,2018,mizoram
515,saiha district,TOTAL,846,5346759.668342534,2018,mizoram
516,serchhip district,TOTAL,2133,6572902.580575922,2018,mizoram
517,aizawl district,TOTAL,24199,72031541.21772185,2018,mizoram
518,lunglei district,TOTAL,4716,12189472.093972277,2018,mizoram
519,mamit district,TOTAL,2247,5446959.531490731,2018,mizoram
520,lawngtlai district,TOTAL,1231,3422241.331497662,2018,mizoram
521,kolasib district,TOTAL,2631,6563816.625400645,2018,mizoram
522,champhai district,TOTAL,1099,4369317.524420092,2018,mizoram
523,saiha district,TOTAL,1060,6004487.220311114,2018,mizoram
524,serchhip district,TOTAL,2830,9311124.6379363,2018,mizoram
525,aizawl district,TOTAL,31828,114757156.94931006,2018,mizoram
526,lunglei district,TOTAL,6349,20867419.800037555,2018,mizoram
527,mamit district,TOTAL,4168,12100776.511940831,2018,mizoram
528,lawngtlai district,TOTAL,2341,5862745.984908307,2018,mizoram
529,kolasib district,TOTAL,4701,13882638.975375153,2018,mizoram
530,champhai district,TOTAL,1726,6092672.776851988,2018,mizoram
531,saiha district,TOTAL,1299,7552316.893169428,2018,mizoram
532,serchhip district,TOTAL,2964,9972286.162915044,2019,mizoram
533,aizawl district,TOTAL,40608,125499167.4513055,2019,mizoram
534,lunglei district,TOTAL,8092,24562628.04677686,2019,mizoram
535,mamit district,TOTAL,5400,15141345.457853137,2019,mizoram
536,lawngtlai district,TOTAL,3749,12077236.041769966,2019,mizoram
537,kolasib district,TOTAL,5590,15775791.308525538,2019,mizoram
538,champhai district,TOTAL,1865,6683655.297350604,2019,mizoram
539,saiha district,TOTAL,2038,8448785.630905889,2019,mizoram
540,serchhip district,TOTAL,2917,10740915.810445426,2019,mizoram
541,aizawl district,TOTAL,45257,147150855.43357453,2019,mizoram
542,lunglei district,TOTAL,8919,29564431.131805927,2019,mizoram
543,mamit district,TOTAL,5047,15936975.402700387,2019,mizoram
544,lawngtlai district,TOTAL,4502,12828264.165793028,2019,mizoram
545,kolasib district,TOTAL,5077,15941097.796656493,2019,mizoram
546,champhai district,TOTAL,2055,7970010.188288981,2019,mizoram
547,saiha district,TOTAL,1897,7884158.20574963,2019,mizoram
548,serchhip district,TOTAL,4389,12447829.176727356,2019,mizoram
549,aizawl district,TOTAL,54796,162632861.96810922,2019,mizoram
550,lunglei district,TOTAL,13305,34090897.89113889,2019,mizoram
551,mamit district,TOTAL,6296,14161494.187527731,2019,mizoram
552,lawngtlai district,TOTAL,6097,14593963.455838619,2019,mizoram
553,kolasib district,TOTAL,6977,17976086.411676798,2019,mizoram
554,champhai district,TOTAL,3512,12151523.038879696,2019,mizoram
555,saiha district,TOTAL,2722,10739243.821443643,2019,mizoram
556,serchhip district,TOTAL,5889,15064874.565576479,2019,mizoram
557,aizawl district,TOTAL,68532,215337713.34849542,2019,mizoram
558,lunglei district,TOTAL,15344,42919898.6938625,2019,mizoram
559,mamit district,TOTAL,8468,16925628.21634368,2019,mizoram
560,lawngtlai district,TOTAL,8069,22279514.789250825,2019,mizoram
561,kolasib district,TOTAL,11051,24470971.73397691,2019,mizoram
562,champhai district,TOTAL,4878,17885681.11019664,2019,mizoram
563,saiha district,TOTAL,3008,13805068.176785678,2019,mizoram
564,serchhip district,TOTAL,7512,15256865.240079906,2020,mizoram
565,aizawl district,TOTAL,78597,215534588.05424356,2020,mizoram
566,lunglei district,TOTAL,19703,47052524.734837465,2020,mizoram
567,mamit district,TOTAL,12136,21524123.962646015,2020,mizoram
568,lawngtlai district,TOTAL,13887,31918357.190269426,2020,mizoram
569,kolasib district,TOTAL,11386,26364756.939303115,2020,mizoram
570,champhai district,TOTAL,6269,19712814.749991663,2020,mizoram
571,saiha district,TOTAL,4119,14713548.478265904,2020,mizoram
572,serchhip district,TOTAL,10425,19459795.690984454,2020,mizoram
573,aizawl district,TOTAL,93369,238637352.52940086,2020,mizoram
574,lunglei district,TOTAL,27260,60375778.328148104,2020,mizoram
575,mamit district,TOTAL,15352,24755549.964956302,2020,mizoram
576,lawngtlai district,TOTAL,22369,44085859.538810775,2020,mizoram
577,kolasib district,TOTAL,14432,29350410.444769997,2020,mizoram
578,champhai district,TOTAL,8480,20817381.347150296,2020,mizoram
579,saiha district,TOTAL,6775,19711305.598098427,2020,mizoram
580,serchhip district,TOTAL,10351,25197852.93925553,2020,mizoram
581,aizawl district,TOTAL,136460,413175918.97011656,2020,mizoram
582,lunglei district,TOTAL,30971,83270436.83501583,2020,mizoram
583,mamit district,TOTAL,17199,28176447.030524082,2020,mizoram
584,lawngtlai district,TOTAL,25540,62210090.16784428,2020,mizoram
585,kolasib district,TOTAL,15789,35985260.690991834,2020,mizoram
586,champhai district,TOTAL,11286,35131298.73356742,2020,mizoram
587,saiha district,TOTAL,7107,24796870.137284856,2020,mizoram
588,serchhip district,TOTAL,14804,39531569.17092189,2020,mizoram
589,aizawl district,TOTAL,166039,532069401.3249176,2020,mizoram
590,lunglei district,TOTAL,41847,117007241.0363552,2020,mizoram
591,mamit district,TOTAL,21383,48253980.828914225,2020,mizoram
592,lawngtlai district,TOTAL,32803,102209937.65580332,2020,mizoram
593,kolasib district,TOTAL,21149,56473537.93676706,2020,mizoram
594,champhai district,TOTAL,15587,50140873.98671983,2020,mizoram
595,saiha district,TOTAL,8995,40835573.753559604,2020,mizoram
596,serchhip district,TOTAL,12877,42644166.311948836,2021,mizoram
597,aizawl district,TOTAL,182220,609359098.2421973,2021,mizoram
598,lunglei district,TOTAL,40131,133262456.0307964,2021,mizoram
599,mamit district,TOTAL,18670,51226307.47618229,2021,mizoram
600,lawngtlai district,TOTAL,31658,106154307.36708316,2021,mizoram
601,kolasib district,TOTAL,22212,71207105.1965721,2021,mizoram
602,champhai district,TOTAL,13769,51873702.94129371,2021,mizoram
603,saiha district,TOTAL,8038,35378443.37986354,2021,mizoram
604,serchhip district,TOTAL,15664,39541209.17776598,2021,mizoram
605,aizawl district,TOTAL,222893,635733236.9899334,2021,mizoram
606,lunglei district,TOTAL,46084,125798685.12915294,2021,mizoram
607,mamit district,TOTAL,20464,51797964.37426141,2021,mizoram
608,lawngtlai district,TOTAL,38779,110575273.85365936,2021,mizoram
609,kolasib district,TOTAL,23910,66068598.117042184,2021,mizoram
610,champhai district,TOTAL,15913,52313277.17825453,2021,mizoram
611,saiha district,TOTAL,10633,41046228.48202239,2021,mizoram
612,serchhip district,TOTAL,19902,54838260.2224697,2021,mizoram
613,aizawl district,TOTAL,276340,865537331.9432542,2021,mizoram
614,lunglei district,TOTAL,55054,157303231.44253838,2021,mizoram
615,mamit district,TOTAL,22878,65856355.67206964,2021,mizoram
616,lawngtlai district,TOTAL,44431,130625157.50867543,2021,mizoram
617,kolasib district,TOTAL,30064,84157970.6374866,2021,mizoram
618,champhai district,TOTAL,18678,71974971.0552853,2021,mizoram
619,saiha district,TOTAL,11182,43455371.73017335,2021,mizoram
620,serchhip district,TOTAL,21092,58127189.330209725,2021,mizoram
621,aizawl district,TOTAL,317555,1021257676.3595349,2021,mizoram
622,lunglei district,TOTAL,62996,193267816.72749364,2021,mizoram
623,mamit district,TOTAL,28553,76910208.12744261,2021,mizoram
624,lawngtlai district,TOTAL,47572,152734951.83765793,2021,mizoram
625,kolasib district,TOTAL,37950,113743718.86428112,2021,mizoram
626,champhai district,TOTAL,25625,100501231.3416473,2021,mizoram
627,saiha district,TOTAL,11986,54122948.934775494,2021,mizoram
628,serchhip district,TOTAL,25542,73577504.13530782,2022,mizoram
629,aizawl district,TOTAL,341192,1081700361.9959884,2022,mizoram
630,lunglei district,TOTAL,70118,225762310.6230601,2022,mizoram
631,mamit district,TOTAL,31141,85615813.92389987,2022,mizoram
632,lawngtlai district,TOTAL,52546,177710904.92789966,2022,mizoram
633,kolasib district,TOTAL,41730,131565353.72167373,2022,mizoram
634,champhai district,TOTAL,28284,104778862.41112824,2022,mizoram
635,saiha district,TOTAL,14364,64447851.87228675,2022,mizoram
636,serchhip district,TOTAL,24248,72294618.64313027,2022,mizoram
637,aizawl district,TOTAL,364786,1137178791.3961444,2022,mizoram
638,lunglei district,TOTAL,71974,216551898.04095763,2022,mizoram
639,mamit district,TOTAL,35643,98025373.52449822,2022,mizoram
640,lawngtlai district,TOTAL,55575,178078191.45037478,2022,mizoram
641,kolasib district,TOTAL,44824,125315221.5086985,2022,mizoram
642,champhai district,TOTAL,30607,103805199.37272805,2022,mizoram
643,saiha district,TOTAL,16320,71937273.17240411,2022,mizoram
644,serchhip district,TOTAL,23168,65622336.99787671,2022,mizoram
645,aizawl district,TOTAL,383546,1129120156.9892113,2022,mizoram
646,lunglei district,TOTAL,81428,231838246.93491793,2022,mizoram
647,mamit district,TOTAL,32604,88879142.37748808,2022,mizoram
648,lawngtlai district,TOTAL,52771,160991694.95874986,2022,mizoram
649,kolasib district,TOTAL,44830,121251949.18563816,2022,mizoram
650,champhai district,TOTAL,25701,86209300.03437018,2022,mizoram
651,saiha district,TOTAL,14990,62352784.58970161,2022,mizoram
652,serchhip district,TOTAL,25172,71431982.54694104,2022,mizoram
653,aizawl district,TOTAL,360350,1054341698.8459929,2022,mizoram
654,lunglei district,TOTAL,99571,275164384.7691406,2022,mizoram
655,mamit district,TOTAL,39889,111490213.09424148,2022,mizoram
656,lawngtlai district,TOTAL,60120,176322495.4134693,2022,mizoram
657,kolasib district,TOTAL,55854,157046232.3046887,2022,mizoram
658,champhai district,TOTAL,33252,110073440.44820769,2022,mizoram
659,saiha district,TOTAL,19566,82040637.84033793,2022,mizoram
660,north and middle andaman district,TOTAL,442,931663.0770939873,2018,andaman-&-nicobar-islands
661,south andaman district,TOTAL,5688,12560249.34366581,2018,andaman-&-nicobar-islands
662,nicobars district,TOTAL,528,1139848.801225994,2018,andaman-&-nicobar-islands
663,north and middle andaman district,TOTAL,825,1317863.0834906558,2018,andaman-&-nicobar-islands
664,south andaman district,TOTAL,9395,23948235.51634325,2018,andaman-&-nicobar-islands
665,nicobars district,TOTAL,1120,3072436.9081196385,2018,andaman-&-nicobar-islands
666,north and middle andaman district,TOTAL,1283,4901529.518499676,2018,andaman-&-nicobar-islands
667,south andaman district,TOTAL,13511,44268112.46425246,2018,andaman-&-nicobar-islands
668,nicobars district,TOTAL,1471,6387829.151558982,2018,andaman-&-nicobar-islands
669,north and middle andaman district,TOTAL,2137,7955635.917688001,2018,andaman-&-nicobar-islands
670,south andaman district,TOTAL,20136,75411840.8018554,2018,andaman-&-nicobar-islands
671,nicobars district,TOTAL,1485,7180859.354911782,2018,andaman-&-nicobar-islands
672,north and middle andaman district,TOTAL,3264,9561708.736298349,2019,andaman-&-nicobar-islands
673,south andaman district,TOTAL,25683,85501972.38780196,2019,andaman-&-nicobar-islands
674,nicobars district,TOTAL,1539,7236059.549389593,2019,andaman-&-nicobar-islands
675,north and middle andaman district,TOTAL,3371,8612103.137888122,2019,andaman-&-nicobar-islands
676,south andaman district,TOTAL,28490,102530955.71341258,2019,andaman-&-nicobar-islands
677,nicobars district,TOTAL,1828,9111650.82436246,2019,andaman-&-nicobar-islands
678,north and middle andaman district,TOTAL,4049,11481466.283356793,2019,andaman-&-nicobar-islands
679,south andaman district,TOTAL,27421,91023888.32848613,2019,andaman-&-nicobar-islands
680,nicobars district,TOTAL,2300,11566421.475451011,2019,andaman-&-nicobar-islands
681,north and middle andaman district,TOTAL,4716,13524056.784573946,2019,andaman-&-nicobar-islands
682,south andaman district,TOTAL,27843,110930312.20611623,2019,andaman-&-nicobar-islands
