,District,Pincode,No of Registered User,Year,state,Quater
11710,lakshadweep,0,3644,2020,lakshadweep,Q3
11711,null,682555,1334,2020,lakshadweep,Q3
11712,null,682551,866,2020,lakshadweep,Q3
11713,null,682557,429,2020,lakshadweep,Q3
11714,null,682552,323,2020,lakshadweep,Q3
11715,null,682556,311,2020,lakshadweep,Q3
11716,null,682559,220,2020,lakshadweep,Q3
11717,null,682554,142,2020,lakshadweep,Q3
11718,null,682558,19,2020,lakshadweep,Q3
11719,lakshadweep,0,4179,2020,lakshadweep,Q4
11720,null,682555,1530,2020,lakshadweep,Q4
11721,null,682551,981,2020,lakshadweep,Q4
11722,null,682557,480,2020,lakshadweep,Q4
11723,null,682552,388,2020,lakshadweep,Q4
11724,null,682556,354,2020,lakshadweep,Q4
11725,null,682559,256,2020,lakshadweep,Q4
11726,null,682554,168,2020,lakshadweep,Q4
11727,null,682558,22,2020,lakshadweep,Q4
11728,lakshadweep,0,4577,2021,lakshadweep,Q1
11729,null,682555,1664,2021,lakshadweep,Q1
11730,null,682551,1083,2021,lakshadweep,Q1
11731,null,682557,524,2021,lakshadweep,Q1
11732,null,682552,427,2021,lakshadweep,Q1
11733,null,682556,396,2021,lakshadweep,Q1
11734,null,682559,276,2021,lakshadweep,Q1
11735,null,682554,181,2021,lakshadweep,Q1
11736,null,682558,26,2021,lakshadweep,Q1
11737,lakshadweep,0,4896,2021,lakshadweep,Q2
11738,null,682555,1780,2021,lakshadweep,Q2
11739,null,682551,1154,2021,lakshadweep,Q2
11740,null,682557,559,2021,lakshadweep,Q2
11741,null,682552,463,2021,lakshadweep,Q2
11742,null,682556,424,2021,lakshadweep,Q2
11743,null,682559,295,2021,lakshadweep,Q2
11744,null,682554,194,2021,lakshadweep,Q2
11745,null,682558,27,2021,lakshadweep,Q2
11746,lakshadweep,0,5287,2021,lakshadweep,Q3
11747,null,682555,1914,2021,lakshadweep,Q3
11748,null,682551,1237,2021,lakshadweep,Q3
11749,null,682557,607,2021,lakshadweep,Q3
11750,null,682552,504,2021,lakshadweep,Q3
11751,null,682556,461,2021,lakshadweep,Q3
11752,null,682559,321,2021,lakshadweep,Q3
11753,null,682554,212,2021,lakshadweep,Q3
11754,null,682558,31,2021,lakshadweep,Q3
11755,lakshadweep,0,5638,2021,lakshadweep,Q4
11756,null,682555,2037,2021,lakshadweep,Q4
11757,null,682551,1321,2021,lakshadweep,Q4
11758,null,682557,654,2021,lakshadweep,Q4
11759,null,682552,536,2021,lakshadweep,Q4
11760,null,682556,486,2021,lakshadweep,Q4
11761,null,682559,339,2021,lakshadweep,Q4
11762,null,682554,233,2021,lakshadweep,Q4
11763,null,682558,32,2021,lakshadweep,Q4
11764,lakshadweep,0,5990,2022,lakshadweep,Q1
11765,null,682555,2165,2022,lakshadweep,Q1
11766,null,682551,1400,2022,lakshadweep,Q1
11767,null,682557,692,2022,lakshadweep,Q1
11768,null,682552,570,2022,lakshadweep,Q1
11769,null,682556,519,2022,lakshadweep,Q1
11770,null,682559,363,2022,lakshadweep,Q1
11771,null,682554,246,2022,lakshadweep,Q1
11772,null,682558,35,2022,lakshadweep,Q1
11773,lakshadweep,0,6327,2022,lakshadweep,Q2
11774,null,682555,2279,2022,lakshadweep,Q2
11775,null,682551,1473,2022,lakshadweep,Q2
11776,null,682557,732,2022,lakshadweep,Q2
11777,null,682552,609,2022,lakshadweep,Q2
11778,null,682556,558,2022,lakshadweep,Q2
11779,null,682559,379,2022,lakshadweep,Q2
11780,null,682554,261,2022,lakshadweep,Q2
11781,null,682558,36,2022,lakshadweep,Q2
11782,lakshadweep,0,6645,2022,lakshadweep,Q3
11783,null,682555,2391,2022,lakshadweep,Q3
11784,null,682551,1555,2022,lakshadweep,Q3
11785,null,682557,766,2022,lakshadweep,Q3
11786,null,682552,642,2022,lakshadweep,Q3
11787,null,682556,592,2022,lakshadweep,Q3
11788,null,682559,389,2022,lakshadweep,Q3
11789,null,682554,273,2022,lakshadweep,Q3
11790,null,682558,37,2022,lakshadweep,Q3
11791,lakshadweep,0,6961,2022,lakshadweep,Q4
11792,null,682555,2520,2022,lakshadweep,Q4
11793,null,682551,1627,2022,lakshadweep,Q4
11794,null,682557,797,2022,lakshadweep,Q4
11795,null,682552,675,2022,lakshadweep,Q4
11796,null,682556,609,2022,lakshadweep,Q4
11797,null,682559,409,2022,lakshadweep,Q4
11798,null,682554,285,2022,lakshadweep,Q4
11799,null,682558,39,2022,lakshadweep,Q4
11800,north twenty four parganas,0,396980,2018,west-bengal,Q1
11801,kolkata,0,306503,2018,west-bengal,Q1
11802,murshidabad,0,187824,2018,west-bengal,Q1
11803,hooghly,0,148033,2018,west-bengal,Q1
11804,south twenty four parganas,0,142473,2018,west-bengal,Q1
11805,paschim bardhaman,0,139310,2018,west-bengal,Q1
11806,howrah,0,136589,2018,west-bengal,Q1
11807,nadia,0,136396,2018,west-bengal,Q1
11808,purba medinipur,0,131380,2018,west-bengal,Q1
11809,paschim medinipur,0,127203,2018,west-bengal,Q1
11810,null,711101,19073,2018,west-bengal,Q1
11811,null,700156,16571,2018,west-bengal,Q1
11812,null,700091,15736,2018,west-bengal,Q1
11813,null,721101,14946,2018,west-bengal,Q1
11814,null,700006,14316,2018,west-bengal,Q1
11815,null,700135,12475,2018,west-bengal,Q1
11816,null,700039,11794,2018,west-bengal,Q1
11817,null,700001,11698,2018,west-bengal,Q1
11818,null,732101,11660,2018,west-bengal,Q1
11819,null,700059,11414,2018,west-bengal,Q1
11820,north twenty four parganas,0,572438,2018,west-bengal,Q2
11821,kolkata,0,431481,2018,west-bengal,Q2
11822,murshidabad,0,276931,2018,west-bengal,Q2
11823,hooghly,0,221090,2018,west-bengal,Q2
11824,south twenty four parganas,0,214056,2018,west-bengal,Q2
11825,nadia,0,209683,2018,west-bengal,Q2
11826,paschim bardhaman,0,203750,2018,west-bengal,Q2
11827,howrah,0,198699,2018,west-bengal,Q2
11828,purba medinipur,0,195830,2018,west-bengal,Q2
11829,paschim medinipur,0,185542,2018,west-bengal,Q2
11830,null,711101,26613,2018,west-bengal,Q2
11831,null,700156,22706,2018,west-bengal,Q2
11832,null,700091,21380,2018,west-bengal,Q2
11833,null,721101,20661,2018,west-bengal,Q2
11834,null,700006,20325,2018,west-bengal,Q2
11835,null,700135,17526,2018,west-bengal,Q2
11836,null,700039,16775,2018,west-bengal,Q2
11837,null,732101,16732,2018,west-bengal,Q2
11838,null,700001,16470,2018,west-bengal,Q2
11839,null,700019,16084,2018,west-bengal,Q2
11840,north twenty four parganas,0,722572,2018,west-bengal,Q3
11841,kolkata,0,548600,2018,west-bengal,Q3
11842,murshidabad,0,335935,2018,west-bengal,Q3
11843,south twenty four parganas,0,284988,2018,west-bengal,Q3
11844,hooghly,0,280640,2018,west-bengal,Q3
11845,nadia,0,262694,2018,west-bengal,Q3
11846,howrah,0,255445,2018,west-bengal,Q3
11847,purba medinipur,0,252759,2018,west-bengal,Q3
11848,paschim bardhaman,0,251021,2018,west-bengal,Q3
11849,paschim medinipur,0,238405,2018,west-bengal,Q3
11850,null,711101,33006,2018,west-bengal,Q3
11851,null,700156,28135,2018,west-bengal,Q3
11852,null,700006,26275,2018,west-bengal,Q3
11853,null,700091,26184,2018,west-bengal,Q3
11854,null,721101,25642,2018,west-bengal,Q3
11855,null,700135,22362,2018,west-bengal,Q3
11856,null,700039,21204,2018,west-bengal,Q3
11857,null,700019,20747,2018,west-bengal,Q3
11858,null,732101,20722,2018,west-bengal,Q3
11859,null,700001,20683,2018,west-bengal,Q3
11860,north twenty four parganas,0,946634,2018,west-bengal,Q4
11861,kolkata,0,721653,2018,west-bengal,Q4
11862,murshidabad,0,417114,2018,west-bengal,Q4
11863,hooghly,0,400360,2018,west-bengal,Q4
11864,south twenty four parganas,0,398349,2018,west-bengal,Q4
11865,howrah,0,339192,2018,west-bengal,Q4
11866,nadia,0,325690,2018,west-bengal,Q4
11867,purba medinipur,0,323889,2018,west-bengal,Q4
11868,paschim medinipur,0,304068,2018,west-bengal,Q4
11869,paschim bardhaman,0,302594,2018,west-bengal,Q4
11870,null,711101,42834,2018,west-bengal,Q4
11871,null,700006,36387,2018,west-bengal,Q4
11872,null,700156,35762,2018,west-bengal,Q4
11873,null,700135,33534,2018,west-bengal,Q4
11874,null,700091,33109,2018,west-bengal,Q4
11875,null,721101,31211,2018,west-bengal,Q4
11876,null,700039,28039,2018,west-bengal,Q4
11877,null,700019,27277,2018,west-bengal,Q4
11878,null,700015,27165,2018,west-bengal,Q4
11879,null,700001,27160,2018,west-bengal,Q4
11880,north twenty four parganas,0,1130983,2019,west-bengal,Q1
11881,kolkata,0,868126,2019,west-bengal,Q1
11882,south twenty four parganas,0,487180,2019,west-bengal,Q1
11883,hooghly,0,480952,2019,west-bengal,Q1
11884,murshidabad,0,478812,2019,west-bengal,Q1
11885,howrah,0,410583,2019,west-bengal,Q1
11886,purba medinipur,0,389583,2019,west-bengal,Q1
11887,nadia,0,385179,2019,west-bengal,Q1
11888,paschim medinipur,0,361979,2019,west-bengal,Q1
11889,paschim bardhaman,0,349928,2019,west-bengal,Q1
11890,null,711101,51367,2019,west-bengal,Q1
11891,null,700006,45036,2019,west-bengal,Q1
11892,null,700156,41906,2019,west-bengal,Q1
11893,null,700135,40010,2019,west-bengal,Q1
11894,null,700091,38808,2019,west-bengal,Q1
11895,null,721101,36261,2019,west-bengal,Q1
11896,null,700039,33907,2019,west-bengal,Q1
11897,null,700015,33113,2019,west-bengal,Q1
11898,null,700019,32710,2019,west-bengal,Q1
11899,null,700001,32530,2019,west-bengal,Q1
11900,north twenty four parganas,0,1312362,2019,west-bengal,Q2
11901,kolkata,0,1014406,2019,west-bengal,Q2
11902,south twenty four parganas,0,579599,2019,west-bengal,Q2
11903,hooghly,0,557946,2019,west-bengal,Q2
11904,murshidabad,0,548604,2019,west-bengal,Q2
11905,howrah,0,480813,2019,west-bengal,Q2
11906,purba medinipur,0,448850,2019,west-bengal,Q2
11907,nadia,0,447979,2019,west-bengal,Q2
11908,paschim medinipur,0,411877,2019,west-bengal,Q2
11909,paschim bardhaman,0,395259,2019,west-bengal,Q2
11910,null,711101,60136,2019,west-bengal,Q2
11911,null,700006,52627,2019,west-bengal,Q2
11912,null,700156,47420,2019,west-bengal,Q2
11913,null,700135,45853,2019,west-bengal,Q2
11914,null,700091,43980,2019,west-bengal,Q2
11915,null,721101,40414,2019,west-bengal,Q2
11916,null,700039,39202,2019,west-bengal,Q2
11917,null,700021,39042,2019,west-bengal,Q2
11918,null,700015,38579,2019,west-bengal,Q2
11919,null,700019,37693,2019,west-bengal,Q2
11920,north twenty four parganas,0,1478650,2019,west-bengal,Q3
11921,kolkata,0,1138965,2019,west-bengal,Q3
11922,south twenty four parganas,0,659919,2019,west-bengal,Q3
11923,hooghly,0,624518,2019,west-bengal,Q3
11924,murshidabad,0,622422,2019,west-bengal,Q3
11925,howrah,0,540552,2019,west-bengal,Q3
11926,purba medinipur,0,504142,2019,west-bengal,Q3
11927,nadia,0,502635,2019,west-bengal,Q3
11928,paschim medinipur,0,455417,2019,west-bengal,Q3
11929,paschim bardhaman,0,438438,2019,west-bengal,Q3
11930,null,711101,67292,2019,west-bengal,Q3
11931,null,700006,58861,2019,west-bengal,Q3
11932,null,700156,52394,2019,west-bengal,Q3
11933,null,700135,51552,2019,west-bengal,Q3
11934,null,700091,48641,2019,west-bengal,Q3
11935,null,700021,48503,2019,west-bengal,Q3
11936,null,721101,44210,2019,west-bengal,Q3
11937,null,700039,44028,2019,west-bengal,Q3
11938,null,700015,43325,2019,west-bengal,Q3
11939,null,700019,42157,2019,west-bengal,Q3
11940,north twenty four parganas,0,1638605,2019,west-bengal,Q4
11941,kolkata,0,1238698,2019,west-bengal,Q4
11942,murshidabad,0,750671,2019,west-bengal,Q4
11943,south twenty four parganas,0,741375,2019,west-bengal,Q4
11944,hooghly,0,694972,2019,west-bengal,Q4
11945,howrah,0,597553,2019,west-bengal,Q4
11946,purba medinipur,0,573088,2019,west-bengal,Q4
11947,nadia,0,571859,2019,west-bengal,Q4
11948,paschim medinipur,0,520047,2019,west-bengal,Q4
11949,paschim bardhaman,0,492425,2019,west-bengal,Q4
11950,null,711101,72920,2019,west-bengal,Q4
11951,null,700006,63522,2019,west-bengal,Q4
11952,null,700135,56786,2019,west-bengal,Q4
11953,null,700156,56363,2019,west-bengal,Q4
11954,null,700021,53381,2019,west-bengal,Q4
11955,null,700091,52114,2019,west-bengal,Q4
11956,null,721101,48860,2019,west-bengal,Q4
11957,null,700039,48153,2019,west-bengal,Q4
11958,null,700015,47696,2019,west-bengal,Q4
11959,null,700019,45694,2019,west-bengal,Q4
11960,north twenty four parganas,0,1789973,2020,west-bengal,Q1
11961,kolkata,0,1336585,2020,west-bengal,Q1
11962,murshidabad,0,830132,2020,west-bengal,Q1
11963,south twenty four parganas,0,820857,2020,west-bengal,Q1
11964,hooghly,0,755631,2020,west-bengal,Q1
11965,howrah,0,654600,2020,west-bengal,Q1
11966,nadia,0,633794,2020,west-bengal,Q1
11967,purba medinipur,0,632173,2020,west-bengal,Q1
11968,paschim medinipur,0,572195,2020,west-bengal,Q1
11969,paschim bardhaman,0,538224,2020,west-bengal,Q1
11970,null,711101,78806,2020,west-bengal,Q1
11971,null,700006,68160,2020,west-bengal,Q1
11972,null,700135,61201,2020,west-bengal,Q1
11973,null,700156,60108,2020,west-bengal,Q1
11974,null,700021,57719,2020,west-bengal,Q1
11975,null,700091,54983,2020,west-bengal,Q1
11976,null,721101,52626,2020,west-bengal,Q1
11977,null,700039,52429,2020,west-bengal,Q1
11978,null,700015,51964,2020,west-bengal,Q1
11979,null,700019,49127,2020,west-bengal,Q1
11980,north twenty four parganas,0,1966125,2020,west-bengal,Q2
11981,kolkata,0,1454772,2020,west-bengal,Q2
11982,murshidabad,0,922312,2020,west-bengal,Q2
11983,south twenty four parganas,0,919118,2020,west-bengal,Q2
11984,hooghly,0,833240,2020,west-bengal,Q2
11985,howrah,0,732829,2020,west-bengal,Q2
11986,nadia,0,701101,2020,west-bengal,Q2
11987,purba medinipur,0,696243,2020,west-bengal,Q2
11988,paschim medinipur,0,631931,2020,west-bengal,Q2
11989,purba bardhaman,0,589508,2020,west-bengal,Q2
11990,null,711101,86422,2020,west-bengal,Q2
11991,null,700006,74060,2020,west-bengal,Q2
11992,null,700135,66278,2020,west-bengal,Q2
11993,null,700156,63653,2020,west-bengal,Q2
11994,null,700021,59624,2020,west-bengal,Q2
11995,null,700091,57756,2020,west-bengal,Q2
11996,null,700039,57477,2020,west-bengal,Q2
11997,null,700015,57162,2020,west-bengal,Q2
11998,null,721101,56950,2020,west-bengal,Q2
11999,null,742304,54600,2020,west-bengal,Q2
12000,north twenty four parganas,0,2143943,2020,west-bengal,Q3
12001,kolkata,0,1573291,2020,west-bengal,Q3
12002,south twenty four parganas,0,1023020,2020,west-bengal,Q3
12003,murshidabad,0,1005986,2020,west-bengal,Q3
12004,hooghly,0,906517,2020,west-bengal,Q3
12005,howrah,0,804627,2020,west-bengal,Q3
12006,nadia,0,768633,2020,west-bengal,Q3
12007,purba medinipur,0,760873,2020,west-bengal,Q3
12008,paschim medinipur,0,689466,2020,west-bengal,Q3
12009,purba bardhaman,0,639938,2020,west-bengal,Q3
12010,null,711101,93507,2020,west-bengal,Q3
12011,null,700006,80147,2020,west-bengal,Q3
12012,null,700135,71442,2020,west-bengal,Q3
12013,null,700156,67583,2020,west-bengal,Q3
12014,null,700039,62344,2020,west-bengal,Q3
12015,null,700015,62093,2020,west-bengal,Q3
12016,null,721101,61247,2020,west-bengal,Q3
12017,null,700021,61018,2020,west-bengal,Q3
12018,null,700091,60907,2020,west-bengal,Q3
12019,null,742304,60469,2020,west-bengal,Q3
12020,north twenty four parganas,0,2321888,2020,west-bengal,Q4
12021,kolkata,0,1700474,2020,west-bengal,Q4
12022,south twenty four parganas,0,1118649,2020,west-bengal,Q4
12023,murshidabad,0,1085899,2020,west-bengal,Q4
12024,hooghly,0,977339,2020,west-bengal,Q4
12025,howrah,0,875172,2020,west-bengal,Q4
12026,nadia,0,832891,2020,west-bengal,Q4
12027,purba medinipur,0,824961,2020,west-bengal,Q4
12028,paschim medinipur,0,747114,2020,west-bengal,Q4
12029,paschim bardhaman,0,688685,2020,west-bengal,Q4
12030,null,711101,100995,2020,west-bengal,Q4
12031,null,700006,86507,2020,west-bengal,Q4
12032,null,700135,77035,2020,west-bengal,Q4
12033,null,700156,72172,2020,west-bengal,Q4
12034,null,700039,67602,2020,west-bengal,Q4
12035,null,700015,67402,2020,west-bengal,Q4
12036,null,721101,65712,2020,west-bengal,Q4
12037,null,742304,65083,2020,west-bengal,Q4
12038,null,700091,64738,2020,west-bengal,Q4
12039,null,700150,63152,2020,west-bengal,Q4
12040,north twenty four parganas,0,2491076,2021,west-bengal,Q1
12041,kolkata,0,1823074,2021,west-bengal,Q1
12042,south twenty four parganas,0,1202229,2021,west-bengal,Q1
12043,murshidabad,0,1166975,2021,west-bengal,Q1
12044,hooghly,0,1046242,2021,west-bengal,Q1
12045,howrah,0,940133,2021,west-bengal,Q1
12046,nadia,0,893107,2021,west-bengal,Q1
12047,purba medinipur,0,884605,2021,west-bengal,Q1
12048,paschim medinipur,0,800530,2021,west-bengal,Q1
12049,paschim bardhaman,0,738540,2021,west-bengal,Q1
12050,null,711101,108369,2021,west-bengal,Q1
12051,null,700006,92747,2021,west-bengal,Q1
12052,null,700135,82532,2021,west-bengal,Q1
12053,null,700156,77110,2021,west-bengal,Q1
12054,null,700039,72654,2021,west-bengal,Q1
12055,null,700015,72429,2021,west-bengal,Q1
12056,null,742304,70194,2021,west-bengal,Q1
12057,null,721101,70161,2021,west-bengal,Q1
12058,null,700091,69142,2021,west-bengal,Q1
12059,null,700150,67705,2021,west-bengal,Q1
12060,north twenty four parganas,0,2660664,2021,west-bengal,Q2
12061,kolkata,0,1944113,2021,west-bengal,Q2
12062,south twenty four parganas,0,1286588,2021,west-bengal,Q2
12063,murshidabad,0,1248602,2021,west-bengal,Q2
12064,hooghly,0,1117731,2021,west-bengal,Q2
12065,howrah,0,1004570,2021,west-bengal,Q2
12066,nadia,0,955428,2021,west-bengal,Q2
12067,purba medinipur,0,946277,2021,west-bengal,Q2
12068,paschim medinipur,0,856640,2021,west-bengal,Q2
12069,paschim bardhaman,0,789026,2021,west-bengal,Q2
12070,null,711101,115675,2021,west-bengal,Q2
12071,null,700006,98918,2021,west-bengal,Q2
12072,null,700135,88230,2021,west-bengal,Q2
12073,null,700156,82138,2021,west-bengal,Q2
12074,null,700039,77544,2021,west-bengal,Q2
12075,null,700015,77301,2021,west-bengal,Q2
12076,null,742304,75175,2021,west-bengal,Q2
12077,null,721101,74818,2021,west-bengal,Q2
12078,null,700091,73614,2021,west-bengal,Q2
12079,null,700150,72347,2021,west-bengal,Q2
12080,north twenty four parganas,0,2852030,2021,west-bengal,Q3
12081,kolkata,0,2078360,2021,west-bengal,Q3
12082,south twenty four parganas,0,1383020,2021,west-bengal,Q3
12083,murshidabad,0,1342984,2021,west-bengal,Q3
12084,hooghly,0,1198858,2021,west-bengal,Q3
12085,howrah,0,1077467,2021,west-bengal,Q3
12086,nadia,0,1026795,2021,west-bengal,Q3
12087,purba medinipur,0,1017925,2021,west-bengal,Q3
12088,paschim medinipur,0,922218,2021,west-bengal,Q3
12089,purba bardhaman,0,847622,2021,west-bengal,Q3
12090,null,711101,123732,2021,west-bengal,Q3
12091,null,700006,105800,2021,west-bengal,Q3
12092,null,700135,94553,2021,west-bengal,Q3
12093,null,700156,87746,2021,west-bengal,Q3
12094,null,700039,82997,2021,west-bengal,Q3
12095,null,700015,82658,2021,west-bengal,Q3
12096,null,742304,80698,2021,west-bengal,Q3
12097,null,721101,80088,2021,west-bengal,Q3
12098,null,700091,78602,2021,west-bengal,Q3
12099,null,700150,77501,2021,west-bengal,Q3
12100,north twenty four parganas,0,3043008,2021,west-bengal,Q4
12101,kolkata,0,2213659,2021,west-bengal,Q4
12102,south twenty four parganas,0,1477679,2021,west-bengal,Q4
12103,murshidabad,0,1435266,2021,west-bengal,Q4
12104,hooghly,0,1278850,2021,west-bengal,Q4
12105,howrah,0,1150144,2021,west-bengal,Q4
12106,nadia,0,1096767,2021,west-bengal,Q4
12107,purba medinipur,0,1087362,2021,west-bengal,Q4
12108,paschim medinipur,0,985745,2021,west-bengal,Q4
12109,purba bardhaman,0,905950,2021,west-bengal,Q4
12110,null,711101,132051,2021,west-bengal,Q4
12111,null,700006,112681,2021,west-bengal,Q4
12112,null,700135,100918,2021,west-bengal,Q4
12113,null,700156,93439,2021,west-bengal,Q4
12114,null,700039,88546,2021,west-bengal,Q4
12115,null,700015,88070,2021,west-bengal,Q4
12116,null,742304,86045,2021,west-bengal,Q4
12117,null,721101,85333,2021,west-bengal,Q4
12118,null,700091,83634,2021,west-bengal,Q4
12119,null,700150,82669,2021,west-bengal,Q4
12120,north twenty four parganas,0,3224459,2022,west-bengal,Q1
12121,kolkata,0,2340343,2022,west-bengal,Q1
12122,south twenty four parganas,0,1569037,2022,west-bengal,Q1
12123,murshidabad,0,1524507,2022,west-bengal,Q1
12124,hooghly,0,1356282,2022,west-bengal,Q1
12125,howrah,0,1218931,2022,west-bengal,Q1
12126,nadia,0,1164783,2022,west-bengal,Q1
12127,purba medinipur,0,1155279,2022,west-bengal,Q1
12128,paschim medinipur,0,1048100,2022,west-bengal,Q1
12129,purba bardhaman,0,962974,2022,west-bengal,Q1
12130,null,711101,139738,2022,west-bengal,Q1
12131,null,700006,119101,2022,west-bengal,Q1
12132,null,700135,106987,2022,west-bengal,Q1
12133,null,700156,98734,2022,west-bengal,Q1
12134,null,700039,93674,2022,west-bengal,Q1
12135,null,700015,93175,2022,west-bengal,Q1
12136,null,742304,91059,2022,west-bengal,Q1
12137,null,721101,90324,2022,west-bengal,Q1
12138,null,700091,88432,2022,west-bengal,Q1
12139,null,700150,87552,2022,west-bengal,Q1
12140,north twenty four parganas,0,3397791,2022,west-bengal,Q2
12141,kolkata,0,2461795,2022,west-bengal,Q2
12142,south twenty four parganas,0,1655743,2022,west-bengal,Q2
12143,murshidabad,0,1608797,2022,west-bengal,Q2
12144,hooghly,0,1429378,2022,west-bengal,Q2
12145,howrah,0,1285159,2022,west-bengal,Q2
12146,nadia,0,1229358,2022,west-bengal,Q2
12147,purba medinipur,0,1219530,2022,west-bengal,Q2
12148,paschim medinipur,0,1105840,2022,west-bengal,Q2
12149,purba bardhaman,0,1016127,2022,west-bengal,Q2
12150,null,711101,147152,2022,west-bengal,Q2
12151,null,700006,125316,2022,west-bengal,Q2
12152,null,700135,112749,2022,west-bengal,Q2
12153,null,700156,103879,2022,west-bengal,Q2
12154,null,700039,98592,2022,west-bengal,Q2
12155,null,700015,98087,2022,west-bengal,Q2
12156,null,742304,95822,2022,west-bengal,Q2
12157,null,721101,95145,2022,west-bengal,Q2
12158,null,700091,92988,2022,west-bengal,Q2
12159,null,700150,92299,2022,west-bengal,Q2
12160,north twenty four parganas,0,3578500,2022,west-bengal,Q3
12161,kolkata,0,2588380,2022,west-bengal,Q3
12162,south twenty four parganas,0,1745822,2022,west-bengal,Q3
12163,murshidabad,0,1696729,2022,west-bengal,Q3
12164,hooghly,0,1506412,2022,west-bengal,Q3
12165,howrah,0,1354886,2022,west-bengal,Q3
12166,nadia,0,1296764,2022,west-bengal,Q3
12167,purba medinipur,0,1286641,2022,west-bengal,Q3
12168,paschim medinipur,0,1165076,2022,west-bengal,Q3
12169,purba bardhaman,0,1070637,2022,west-bengal,Q3
12170,null,711101,154935,2022,west-bengal,Q3
12171,null,700006,131837,2022,west-bengal,Q3
12172,null,700135,118831,2022,west-bengal,Q3
12173,null,700156,109159,2022,west-bengal,Q3
12174,null,700039,103750,2022,west-bengal,Q3
12175,null,700015,103268,2022,west-bengal,Q3
12176,null,742304,100694,2022,west-bengal,Q3
12177,null,721101,100212,2022,west-bengal,Q3
12178,null,700091,97621,2022,west-bengal,Q3
12179,null,700150,97135,2022,west-bengal,Q3
12180,north twenty four parganas,0,3755017,2022,west-bengal,Q4
12181,kolkata,0,2716412,2022,west-bengal,Q4
12182,south twenty four parganas,0,1828512,2022,west-bengal,Q4
12183,murshidabad,0,1778470,2022,west-bengal,Q4
12184,hooghly,0,1579023,2022,west-bengal,Q4
12185,howrah,0,1422011,2022,west-bengal,Q4
12186,nadia,0,1359420,2022,west-bengal,Q4
12187,purba medinipur,0,1346908,2022,west-bengal,Q4
12188,paschim medinipur,0,1217113,2022,west-bengal,Q4
12189,purba bardhaman,0,1119310,2022,west-bengal,Q4
12190,null,711101,162816,2022,west-bengal,Q4
12191,null,700006,138486,2022,west-bengal,Q4
12192,null,700135,124707,2022,west-bengal,Q4
12193,null,700156,114380,2022,west-bengal,Q4
12194,null,700039,109027,2022,west-bengal,Q4
12195,null,700015,108457,2022,west-bengal,Q4
12196,null,742304,105471,2022,west-bengal,Q4
12197,null,721101,105279,2022,west-bengal,Q4
12198,null,700091,102363,2022,west-bengal,Q4
12199,null,700150,101966,2022,west-bengal,Q4
12200,gautam buddha nagar,0,448768,2018,uttar-pradesh,Q1
12201,lucknow,0,380070,2018,uttar-pradesh,Q1
12202,ghaziabad,0,329683,2018,uttar-pradesh,Q1
12203,prayagraj,0,220198,2018,uttar-pradesh,Q1
12204,kanpur nagar,0,208389,2018,uttar-pradesh,Q1
12205,varanasi,0,206788,2018,uttar-pradesh,Q1
12206,agra,0,148387,2018,uttar-pradesh,Q1
12207,gorakhpur,0,132769,2018,uttar-pradesh,Q1
12208,meerut,0,123619,2018,uttar-pradesh,Q1
12209,bareilly,0,112369,2018,uttar-pradesh,Q1
12210,null,201301,114625,2018,uttar-pradesh,Q1
12211,null,201307,56583,2018,uttar-pradesh,Q1
12212,null,201009,54783,2018,uttar-pradesh,Q1
12213,null,211002,51023,2018,uttar-pradesh,Q1
12214,null,201318,49362,2018,uttar-pradesh,Q1
12215,null,201308,42420,2018,uttar-pradesh,Q1
12216,null,250001,41193,2018,uttar-pradesh,Q1
12217,null,201014,38782,2018,uttar-pradesh,Q1
12218,null,226010,38589,2018,uttar-pradesh,Q1
12219,null,201304,37654,2018,uttar-pradesh,Q1
12220,gautam buddha nagar,0,586350,2018,uttar-pradesh,Q2
12221,lucknow,0,506261,2018,uttar-pradesh,Q2
12222,ghaziabad,0,434115,2018,uttar-pradesh,Q2
12223,prayagraj,0,297113,2018,uttar-pradesh,Q2
12224,varanasi,0,288325,2018,uttar-pradesh,Q2
12225,kanpur nagar,0,285101,2018,uttar-pradesh,Q2
12226,agra,0,205298,2018,uttar-pradesh,Q2
12227,gorakhpur,0,181126,2018,uttar-pradesh,Q2
12228,meerut,0,167212,2018,uttar-pradesh,Q2
12229,bareilly,0,152939,2018,uttar-pradesh,Q2
12230,null,201301,151073,2018,uttar-pradesh,Q2
12231,null,201307,72411,2018,uttar-pradesh,Q2
12232,null,201009,71991,2018,uttar-pradesh,Q2
12233,null,211002,68114,2018,uttar-pradesh,Q2
12234,null,201318,63900,2018,uttar-pradesh,Q2
12235,null,250001,54856,2018,uttar-pradesh,Q2
12236,null,201308,53985,2018,uttar-pradesh,Q2
12237,null,226010,51161,2018,uttar-pradesh,Q2
12238,null,201014,50249,2018,uttar-pradesh,Q2
12239,null,201304,49291,2018,uttar-pradesh,Q2
12240,gautam buddha nagar,0,727480,2018,uttar-pradesh,Q3
12241,lucknow,0,620328,2018,uttar-pradesh,Q3
12242,ghaziabad,0,538532,2018,uttar-pradesh,Q3
12243,prayagraj,0,363743,2018,uttar-pradesh,Q3
12244,varanasi,0,352604,2018,uttar-pradesh,Q3
12245,kanpur nagar,0,349250,2018,uttar-pradesh,Q3
