,District,Type,Count,Amount,Year,state,Quater
3620,upper subansiri district,TOTAL,69169,253134359.51780328,2022,arunachal-pradesh,Q2
3621,east kameng district,TOTAL,45363,191450485.63458514,2022,arunachal-pradesh,Q2
3622,lohit district,TOTAL,226199,502322813.6384014,2022,arunachal-pradesh,Q2
3623,lepa rada district,TOTAL,40528,118031124.67116562,2022,arunachal-pradesh,Q2
3624,tawang district,TOTAL,132824,494351396.8226247,2022,arunachal-pradesh,Q2
3625,namsai district,TOTAL,152652,293920909.24794424,2022,arunachal-pradesh,Q2
3626,lower dibang valley district,TOTAL,112848,273001216.6677967,2022,arunachal-pradesh,Q3
3627,lower subansiri district,TOTAL,109261,285712248.1429684,2022,arunachal-pradesh,Q3
3628,longding district,TOTAL,57360,154461013.00605297,2022,arunachal-pradesh,Q3
3629,west siang district,TOTAL,136332,395192937.9954808,2022,arunachal-pradesh,Q3
3630,kamle district,TOTAL,16300,40508790.17987645,2022,arunachal-pradesh,Q3
3631,upper siang district,TOTAL,51285,160298876.32394755,2022,arunachal-pradesh,Q3
3632,tirap district,TOTAL,79206,216482194.52850336,2022,arunachal-pradesh,Q3
3633,papum pare district,TOTAL,1651143,3211809407.131925,2022,arunachal-pradesh,Q3
3634,kurung kumey district,TOTAL,12677,54808629.689540036,2022,arunachal-pradesh,Q3
3635,anjaw district,TOTAL,32452,104784905.2209255,2022,arunachal-pradesh,Q3
3636,siang district,TOTAL,34204,91702284.02541924,2022,arunachal-pradesh,Q3
3637,lower siang district,TOTAL,38480,85746020.38579762,2022,arunachal-pradesh,Q3
3638,kra daadi district,TOTAL,15939,59014513.91034414,2022,arunachal-pradesh,Q3
3639,changlang district,TOTAL,216609,492535245.0550784,2022,arunachal-pradesh,Q3
3640,pakke kessang district,TOTAL,12764,26095563.60834673,2022,arunachal-pradesh,Q3
3641,dibang valley district,TOTAL,3266,19490605.610856578,2022,arunachal-pradesh,Q3
3642,west kameng district,TOTAL,371632,945171308.1838298,2022,arunachal-pradesh,Q3
3643,shi yomi district,TOTAL,4909,31175974.40628878,2022,arunachal-pradesh,Q3
3644,east siang district,TOTAL,286766,594752976.4068052,2022,arunachal-pradesh,Q3
3645,upper subansiri district,TOTAL,77637,256409311.95083195,2022,arunachal-pradesh,Q3
3646,east kameng district,TOTAL,52570,166910810.4295592,2022,arunachal-pradesh,Q3
3647,lohit district,TOTAL,236792,461745616.9201143,2022,arunachal-pradesh,Q3
3648,lepa rada district,TOTAL,38997,105244758.5087227,2022,arunachal-pradesh,Q3
3649,tawang district,TOTAL,138313,514855579.7238326,2022,arunachal-pradesh,Q3
3650,namsai district,TOTAL,151676,277199997.0357646,2022,arunachal-pradesh,Q3
3651,lower dibang valley district,TOTAL,137218,308329533.63406837,2022,arunachal-pradesh,Q4
3652,lower subansiri district,TOTAL,143172,339443886.23657525,2022,arunachal-pradesh,Q4
3653,longding district,TOTAL,63481,151727225.22689673,2022,arunachal-pradesh,Q4
3654,west siang district,TOTAL,176377,449302139.4960692,2022,arunachal-pradesh,Q4
3655,kamle district,TOTAL,22093,54695370.469332285,2022,arunachal-pradesh,Q4
3656,upper siang district,TOTAL,61031,174436476.513136,2022,arunachal-pradesh,Q4
3657,tirap district,TOTAL,88024,205933250.0190781,2022,arunachal-pradesh,Q4
3658,papum pare district,TOTAL,1917365,3401999228.9392605,2022,arunachal-pradesh,Q4
3659,kurung kumey district,TOTAL,14780,55991360.89182171,2022,arunachal-pradesh,Q4
3660,anjaw district,TOTAL,31170,86691809.7433357,2022,arunachal-pradesh,Q4
3661,siang district,TOTAL,46250,124012661.78071377,2022,arunachal-pradesh,Q4
3662,lower siang district,TOTAL,50212,111700711.05104405,2022,arunachal-pradesh,Q4
3663,kra daadi district,TOTAL,19724,69295211.52201861,2022,arunachal-pradesh,Q4
3664,changlang district,TOTAL,254818,572195646.772961,2022,arunachal-pradesh,Q4
3665,pakke kessang district,TOTAL,15377,28806042.8090343,2022,arunachal-pradesh,Q4
3666,dibang valley district,TOTAL,3440,17938501.796178654,2022,arunachal-pradesh,Q4
3667,west kameng district,TOTAL,421418,954522716.7333797,2022,arunachal-pradesh,Q4
3668,shi yomi district,TOTAL,4926,33977040.52287009,2022,arunachal-pradesh,Q4
3669,east siang district,TOTAL,327737,623525449.463265,2022,arunachal-pradesh,Q4
3670,upper subansiri district,TOTAL,93017,285077053.9982841,2022,arunachal-pradesh,Q4
3671,east kameng district,TOTAL,68774,178064501.28067553,2022,arunachal-pradesh,Q4
3672,lohit district,TOTAL,276551,503661703.8315097,2022,arunachal-pradesh,Q4
3673,lepa rada district,TOTAL,51416,127294274.35791278,2022,arunachal-pradesh,Q4
3674,tawang district,TOTAL,155419,518332824.89263654,2022,arunachal-pradesh,Q4
3675,namsai district,TOTAL,188919,307955075.5201911,2022,arunachal-pradesh,Q4
3676,bageshwar district,TOTAL,10580,8645020.086163377,2018,uttarakhand,Q1
3677,udham singh nagar district,TOTAL,319290,273540317.8466592,2018,uttarakhand,Q1
3678,haridwar district,TOTAL,308588,394604404.70860887,2018,uttarakhand,Q1
3679,champawat district,TOTAL,11037,9818454.777565042,2018,uttarakhand,Q1
3680,nainital district,TOTAL,106949,116698562.48367879,2018,uttarakhand,Q1
3681,dehradun district,TOTAL,329459,512888194.28700817,2018,uttarakhand,Q1
3682,chamoli district,TOTAL,15936,19931685.344290152,2018,uttarakhand,Q1
3683,almora district,TOTAL,26086,24966386.517174132,2018,uttarakhand,Q1
3684,uttarkashi district,TOTAL,12342,15898878.29543098,2018,uttarakhand,Q1
3685,pithoragarh district,TOTAL,18593,19129399.861616693,2018,uttarakhand,Q1
3686,rudraprayag district,TOTAL,10107,12517358.300915807,2018,uttarakhand,Q1
3687,pauri garhwal district,TOTAL,49412,58626307.503576376,2018,uttarakhand,Q1
3688,tehri garhwal district,TOTAL,28306,41280388.51120189,2018,uttarakhand,Q1
3689,bageshwar district,TOTAL,13413,17461881.43219953,2018,uttarakhand,Q2
3690,udham singh nagar district,TOTAL,396961,460064933.193244,2018,uttarakhand,Q2
3691,haridwar district,TOTAL,408449,653841352.4744893,2018,uttarakhand,Q2
3692,champawat district,TOTAL,17868,26298796.010909528,2018,uttarakhand,Q2
3693,nainital district,TOTAL,143993,221734345.97526038,2018,uttarakhand,Q2
3694,dehradun district,TOTAL,464526,908634049.1026804,2018,uttarakhand,Q2
3695,chamoli district,TOTAL,23109,37928070.64293302,2018,uttarakhand,Q2
3696,almora district,TOTAL,39584,50535626.79560754,2018,uttarakhand,Q2
3697,uttarkashi district,TOTAL,17994,31584871.420789883,2018,uttarakhand,Q2
3698,pithoragarh district,TOTAL,31473,51625580.581978634,2018,uttarakhand,Q2
3699,rudraprayag district,TOTAL,14267,23692738.946748238,2018,uttarakhand,Q2
3700,pauri garhwal district,TOTAL,87569,116427905.16679347,2018,uttarakhand,Q2
3701,tehri garhwal district,TOTAL,44916,79925226.8074092,2018,uttarakhand,Q2
3702,bageshwar district,TOTAL,14993,21819053.81952673,2018,uttarakhand,Q3
3703,udham singh nagar district,TOTAL,635903,750899273.4469256,2018,uttarakhand,Q3
3704,haridwar district,TOTAL,516553,904828173.1140293,2018,uttarakhand,Q3
3705,champawat district,TOTAL,20788,34495610.12735177,2018,uttarakhand,Q3
3706,nainital district,TOTAL,164989,272528677.45278066,2018,uttarakhand,Q3
3707,dehradun district,TOTAL,580817,1233501843.6407683,2018,uttarakhand,Q3
3708,chamoli district,TOTAL,28392,57607070.75418808,2018,uttarakhand,Q3
3709,almora district,TOTAL,50491,73631915.94944787,2018,uttarakhand,Q3
3710,uttarkashi district,TOTAL,22900,44762533.115959145,2018,uttarakhand,Q3
3711,pithoragarh district,TOTAL,37382,66592869.052209534,2018,uttarakhand,Q3
3712,rudraprayag district,TOTAL,18476,28621234.093816403,2018,uttarakhand,Q3
3713,pauri garhwal district,TOTAL,88372,139462380.15680635,2018,uttarakhand,Q3
3714,tehri garhwal district,TOTAL,49076,97822405.13469782,2018,uttarakhand,Q3
3715,bageshwar district,TOTAL,21496,36931703.42569672,2018,uttarakhand,Q4
3716,udham singh nagar district,TOTAL,817760,1063327513.805676,2018,uttarakhand,Q4
3717,haridwar district,TOTAL,780667,1361862781.3811455,2018,uttarakhand,Q4
3718,champawat district,TOTAL,29492,54097463.5833426,2018,uttarakhand,Q4
3719,nainital district,TOTAL,262453,434444465.8451766,2018,uttarakhand,Q4
3720,dehradun district,TOTAL,839564,1866928298.8196144,2018,uttarakhand,Q4
3721,chamoli district,TOTAL,44084,93713092.70470297,2018,uttarakhand,Q4
3722,almora district,TOTAL,71874,117821119.63767174,2018,uttarakhand,Q4
3723,uttarkashi district,TOTAL,32970,74788538.69988398,2018,uttarakhand,Q4
3724,pithoragarh district,TOTAL,54756,120923916.07731065,2018,uttarakhand,Q4
3725,rudraprayag district,TOTAL,26900,54341747.19830029,2018,uttarakhand,Q4
3726,pauri garhwal district,TOTAL,124351,217330050.30159777,2018,uttarakhand,Q4
3727,tehri garhwal district,TOTAL,72394,157761446.48374176,2018,uttarakhand,Q4
3728,bageshwar district,TOTAL,26789,41562836.347878136,2019,uttarakhand,Q1
3729,udham singh nagar district,TOTAL,1872126,1489217231.336874,2019,uttarakhand,Q1
3730,haridwar district,TOTAL,1412730,1744127095.0116453,2019,uttarakhand,Q1
3731,champawat district,TOTAL,40675,62479997.7978691,2019,uttarakhand,Q1
3732,nainital district,TOTAL,366310,528892751.995024,2019,uttarakhand,Q1
3733,dehradun district,TOTAL,1291566,2353709229.488825,2019,uttarakhand,Q1
3734,chamoli district,TOTAL,57245,109897209.50624073,2019,uttarakhand,Q1
3735,almora district,TOTAL,84510,133142670.68267205,2019,uttarakhand,Q1
3736,uttarkashi district,TOTAL,43500,85792881.24604434,2019,uttarakhand,Q1
3737,pithoragarh district,TOTAL,67059,126782378.71489981,2019,uttarakhand,Q1
3738,rudraprayag district,TOTAL,35834,60259060.58910632,2019,uttarakhand,Q1
3739,pauri garhwal district,TOTAL,154873,259133683.45728147,2019,uttarakhand,Q1
3740,tehri garhwal district,TOTAL,92784,188532149.09953338,2019,uttarakhand,Q1
3741,bageshwar district,TOTAL,31665,52020772.88719916,2019,uttarakhand,Q2
3742,udham singh nagar district,TOTAL,964467,1378582227.1383595,2019,uttarakhand,Q2
3743,haridwar district,TOTAL,1109390,1993331114.9490423,2019,uttarakhand,Q2
3744,champawat district,TOTAL,43329,83652585.73778167,2019,uttarakhand,Q2
3745,nainital district,TOTAL,347099,641075253.7010634,2019,uttarakhand,Q2
3746,dehradun district,TOTAL,1628356,3149635867.735813,2019,uttarakhand,Q2
3747,chamoli district,TOTAL,71211,146135260.66002762,2019,uttarakhand,Q2
3748,almora district,TOTAL,110119,169588331.81787175,2019,uttarakhand,Q2
3749,uttarkashi district,TOTAL,52899,116326460.03063229,2019,uttarakhand,Q2
3750,pithoragarh district,TOTAL,81162,158772474.7061255,2019,uttarakhand,Q2
3751,rudraprayag district,TOTAL,46374,105793130.67286699,2019,uttarakhand,Q2
3752,pauri garhwal district,TOTAL,201286,330941586.17840505,2019,uttarakhand,Q2
3753,tehri garhwal district,TOTAL,125918,262677784.70331165,2019,uttarakhand,Q2
3754,bageshwar district,TOTAL,36951,51115257.990878195,2019,uttarakhand,Q3
3755,udham singh nagar district,TOTAL,881091,1448854013.7749524,2019,uttarakhand,Q3
3756,haridwar district,TOTAL,1408219,2350808805.151039,2019,uttarakhand,Q3
3757,champawat district,TOTAL,50176,84731426.51331419,2019,uttarakhand,Q3
3758,nainital district,TOTAL,410561,703565372.0754354,2019,uttarakhand,Q3
3759,dehradun district,TOTAL,2163047,3787761714.5911207,2019,uttarakhand,Q3
3760,chamoli district,TOTAL,88665,159441929.61206484,2019,uttarakhand,Q3
3761,almora district,TOTAL,110098,163341415.00345957,2019,uttarakhand,Q3
3762,uttarkashi district,TOTAL,68144,126468996.95084272,2019,uttarakhand,Q3
3763,pithoragarh district,TOTAL,93746,157938393.66508043,2019,uttarakhand,Q3
3764,rudraprayag district,TOTAL,53994,89159258.0557906,2019,uttarakhand,Q3
3765,pauri garhwal district,TOTAL,206617,337105679.89840025,2019,uttarakhand,Q3
3766,tehri garhwal district,TOTAL,139167,268739806.73495024,2019,uttarakhand,Q3
3767,bageshwar district,TOTAL,44970,74106171.90251683,2019,uttarakhand,Q4
3768,udham singh nagar district,TOTAL,1067254,1847912911.0312634,2019,uttarakhand,Q4
3769,haridwar district,TOTAL,1661936,2912268373.080662,2019,uttarakhand,Q4
3770,champawat district,TOTAL,60354,105727261.6222372,2019,uttarakhand,Q4
3771,nainital district,TOTAL,510868,938607132.5862873,2019,uttarakhand,Q4
3772,dehradun district,TOTAL,3069497,4994340229.552402,2019,uttarakhand,Q4
3773,chamoli district,TOTAL,104404,207905779.61748406,2019,uttarakhand,Q4
3774,almora district,TOTAL,147270,226549226.13870552,2019,uttarakhand,Q4
3775,uttarkashi district,TOTAL,82965,174141275.3253441,2019,uttarakhand,Q4
3776,pithoragarh district,TOTAL,112708,200782149.05021042,2019,uttarakhand,Q4
3777,rudraprayag district,TOTAL,63743,121690003.20270392,2019,uttarakhand,Q4
3778,pauri garhwal district,TOTAL,260210,438116662.3129741,2019,uttarakhand,Q4
3779,tehri garhwal district,TOTAL,175937,331559129.7280453,2019,uttarakhand,Q4
3780,bageshwar district,TOTAL,58220,84722349.28857002,2020,uttarakhand,Q1
3781,udham singh nagar district,TOTAL,1320641,2462031686.6688175,2020,uttarakhand,Q1
3782,haridwar district,TOTAL,1746548,2829682337.55844,2020,uttarakhand,Q1
3783,champawat district,TOTAL,71250,114406606.10337359,2020,uttarakhand,Q1
3784,nainital district,TOTAL,591916,1012419762.4026624,2020,uttarakhand,Q1
3785,dehradun district,TOTAL,4292172,7855577949.518105,2020,uttarakhand,Q1
3786,chamoli district,TOTAL,122706,211908675.2839394,2020,uttarakhand,Q1
3787,almora district,TOTAL,158941,262516586.53569755,2020,uttarakhand,Q1
3788,uttarkashi district,TOTAL,96469,176256181.79746825,2020,uttarakhand,Q1
3789,pithoragarh district,TOTAL,132585,231555480.8832615,2020,uttarakhand,Q1
3790,rudraprayag district,TOTAL,74461,122618449.68931642,2020,uttarakhand,Q1
3791,pauri garhwal district,TOTAL,265239,428956086.0113152,2020,uttarakhand,Q1
3792,tehri garhwal district,TOTAL,200636,365428107.2466619,2020,uttarakhand,Q1
3793,bageshwar district,TOTAL,91958,115622508.26946892,2020,uttarakhand,Q2
3794,udham singh nagar district,TOTAL,1430868,2605047531.8868837,2020,uttarakhand,Q2
3795,haridwar district,TOTAL,1633204,2717831193.887991,2020,uttarakhand,Q2
3796,champawat district,TOTAL,109021,162391481.0259492,2020,uttarakhand,Q2
3797,nainital district,TOTAL,661723,1075299747.5588312,2020,uttarakhand,Q2
3798,dehradun district,TOTAL,3619286,7204561616.48045,2020,uttarakhand,Q2
3799,chamoli district,TOTAL,180349,274419553.19735515,2020,uttarakhand,Q2
3800,almora district,TOTAL,256356,333359506.69689095,2020,uttarakhand,Q2
3801,uttarkashi district,TOTAL,143866,241132342.2347738,2020,uttarakhand,Q2
3802,pithoragarh district,TOTAL,193141,309868814.02295196,2020,uttarakhand,Q2
3803,rudraprayag district,TOTAL,115692,156079665.36803532,2020,uttarakhand,Q2
3804,pauri garhwal district,TOTAL,337679,488475349.76430535,2020,uttarakhand,Q2
3805,tehri garhwal district,TOTAL,274627,410098391.70712256,2020,uttarakhand,Q2
3806,bageshwar district,TOTAL,113186,158927994.60522747,2020,uttarakhand,Q3
3807,udham singh nagar district,TOTAL,1570042,2930954022.9558268,2020,uttarakhand,Q3
3808,haridwar district,TOTAL,2251448,4070826642.206731,2020,uttarakhand,Q3
3809,champawat district,TOTAL,129549,216919449.54937637,2020,uttarakhand,Q3
3810,nainital district,TOTAL,984746,1918487570.1438391,2020,uttarakhand,Q3
3811,dehradun district,TOTAL,4899672,9682445376.09395,2020,uttarakhand,Q3
3812,chamoli district,TOTAL,219226,388151115.2672857,2020,uttarakhand,Q3
3813,almora district,TOTAL,319939,453570746.46387815,2020,uttarakhand,Q3
3814,uttarkashi district,TOTAL,166514,318056161.8167209,2020,uttarakhand,Q3
3815,pithoragarh district,TOTAL,237817,421302996.40247244,2020,uttarakhand,Q3
3816,rudraprayag district,TOTAL,133146,214478001.77062732,2020,uttarakhand,Q3
3817,pauri garhwal district,TOTAL,441783,734135974.61854,2020,uttarakhand,Q3
3818,tehri garhwal district,TOTAL,351867,595254916.1120149,2020,uttarakhand,Q3
3819,bageshwar district,TOTAL,175079,243513878.83942905,2020,uttarakhand,Q4
3820,udham singh nagar district,TOTAL,2363335,4514038446.219884,2020,uttarakhand,Q4
3821,haridwar district,TOTAL,3321783,6085979623.74952,2020,uttarakhand,Q4
3822,champawat district,TOTAL,184738,339178308.3489728,2020,uttarakhand,Q4
3823,nainital district,TOTAL,1517073,2922713378.2238545,2020,uttarakhand,Q4
3824,dehradun district,TOTAL,7225475,12878001020.781935,2020,uttarakhand,Q4
3825,chamoli district,TOTAL,334855,608689356.7896259,2020,uttarakhand,Q4
3826,almora district,TOTAL,448847,655069287.4592457,2020,uttarakhand,Q4
3827,uttarkashi district,TOTAL,248828,446087898.9016932,2020,uttarakhand,Q4
3828,pithoragarh district,TOTAL,341824,642959649.9234655,2020,uttarakhand,Q4
3829,rudraprayag district,TOTAL,205575,391044736.1112037,2020,uttarakhand,Q4
3830,pauri garhwal district,TOTAL,683792,1126540354.654028,2020,uttarakhand,Q4
3831,tehri garhwal district,TOTAL,562067,938923389.1074793,2020,uttarakhand,Q4
3832,bageshwar district,TOTAL,125650,228097046.62067777,2021,uttarakhand,Q1
3833,udham singh nagar district,TOTAL,2400713,4698429212.673304,2021,uttarakhand,Q1
3834,haridwar district,TOTAL,3637862,6655847670.435171,2021,uttarakhand,Q1
3835,champawat district,TOTAL,144019,313298147.11381817,2021,uttarakhand,Q1
3836,nainital district,TOTAL,1656353,3267711093.9339843,2021,uttarakhand,Q1
3837,dehradun district,TOTAL,10341368,16714266661.471684,2021,uttarakhand,Q1
3838,chamoli district,TOTAL,251971,534930142.84450316,2021,uttarakhand,Q1
3839,almora district,TOTAL,315595,567283572.0401663,2021,uttarakhand,Q1
3840,uttarkashi district,TOTAL,199972,419933605.44935334,2021,uttarakhand,Q1
3841,pithoragarh district,TOTAL,261250,560157950.425506,2021,uttarakhand,Q1
3842,rudraprayag district,TOTAL,139023,301622374.0812526,2021,uttarakhand,Q1
3843,pauri garhwal district,TOTAL,637099,1098791516.9842882,2021,uttarakhand,Q1
3844,tehri garhwal district,TOTAL,497527,927820405.8247087,2021,uttarakhand,Q1
3845,bageshwar district,TOTAL,200623,300595070.57305586,2021,uttarakhand,Q2
3846,udham singh nagar district,TOTAL,2949644,5332715640.386387,2021,uttarakhand,Q2
3847,haridwar district,TOTAL,4083950,7206283398.339356,2021,uttarakhand,Q2
3848,champawat district,TOTAL,209830,391186970.2603439,2021,uttarakhand,Q2
3849,nainital district,TOTAL,2022948,3666864167.0763474,2021,uttarakhand,Q2
3850,dehradun district,TOTAL,11452915,18841754559.75351,2021,uttarakhand,Q2
3851,chamoli district,TOTAL,335548,592961500.5480487,2021,uttarakhand,Q2
3852,almora district,TOTAL,516291,813684022.7677014,2021,uttarakhand,Q2
3853,uttarkashi district,TOTAL,272386,493313162.98720294,2021,uttarakhand,Q2
3854,pithoragarh district,TOTAL,373518,706633659.8182425,2021,uttarakhand,Q2
3855,rudraprayag district,TOTAL,198601,358593778.78038114,2021,uttarakhand,Q2
3856,pauri garhwal district,TOTAL,772232,1284331635.4191165,2021,uttarakhand,Q2
3857,tehri garhwal district,TOTAL,611946,1001900308.1286169,2021,uttarakhand,Q2
3858,bageshwar district,TOTAL,195216,339140370.82216936,2021,uttarakhand,Q3
3859,udham singh nagar district,TOTAL,3972342,6845281919.429771,2021,uttarakhand,Q3
3860,haridwar district,TOTAL,5509173,8989314144.10345,2021,uttarakhand,Q3
3861,champawat district,TOTAL,225508,452316414.89691293,2021,uttarakhand,Q3
3862,nainital district,TOTAL,2632707,4647117597.836014,2021,uttarakhand,Q3
3863,dehradun district,TOTAL,15063442,22990701165.284504,2021,uttarakhand,Q3
